"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","location","lon","lat","period"
"7937",7937,6489,6415,"TN","Washington County","Washington College Library","Coll",1798,NA,NA,1863,1845,1000,1858,1800,"Washington County TN",-82.5185837,36.3321016,"Early National"
"7938",7938,1841,6422,"TN","Williamsport","Williamsport Library Co.","Socl",1830,NA,1830,NA,NA,0,NA,0,"Williamsport TN",-87.2192031,35.6866467,"Antebellum"
"7939",7939,6486,6423,"TN","Winchester","Mary Sharp College","Coll",1855,NA,1884,NA,1858,600,1870,1000,"Winchester TN",-86.1122071,35.1859163,"Antebellum"
"7940",7940,7754,6442,"TX","","Fort Concho Post Library","Garr",1873,NA,1884,NA,1875,720,1875,720," TX",-99.9018131,31.9685988,NA
"7941",7941,7753,6444,"TX","","Fort Quitman Post Library","Garr",1870,NA,1875,NA,1875,300,1875,300," TX",-99.9018131,31.9685988,NA
"7942",7942,7750,12807,"TX","","Fort Richardson Post Library","Garr",NA,1870,1870,NA,1870,120,1870,120," TX",-99.9018131,31.9685988,NA
"7943",7943,7749,12806,"TX","","Fort McKavett","Garr",NA,1875,1875,NA,NA,0,NA,0," TX",-99.9018131,31.9685988,NA
"7944",7944,7747,12804,"TX","","Fort Duncan","Garr",NA,1870,1875,NA,1870,200,1875,170," TX",-99.9018131,31.9685988,NA
"7945",7945,7755,6443,"TX","","Fort Davis Post and Regimental Library","Garr",1867,NA,1884,NA,1875,1150,1875,1150," TX",-99.9018131,31.9685988,NA
"7946",7946,7748,12805,"TX","","Fort Griffin Post Library","Garr",NA,1870,1870,NA,1870,114,1870,114," TX",-99.9018131,31.9685988,NA
"7947",7947,7800,6427,"TX","Austin","Texas State Library","State",1839,NA,1875,NA,1849,1000,1875,6000,"Austin TX",-97.7430608,30.267153,"Antebellum"
"7948",7948,1882,6425,"TX","Austin","Library Assoc.","Socl",1873,NA,1875,NA,1875,700,1875,700,"Austin TX",-97.7430608,30.267153,NA
"7949",7949,3433,6424,"TX","Austin","Austin Lyceum","Lyceum",1841,NA,1841,NA,NA,0,NA,0,"Austin TX",-97.7430608,30.267153,"Antebellum"
"7950",7950,1883,6426,"TX","Austin","Literary and Library Assoc.","Socl",NA,1858,1858,NA,NA,0,NA,0,"Austin TX",-97.7430608,30.267153,NA
"7951",7951,4269,12797,"TX","Austin","Gesangverein","Music socy",NA,1853,1855,NA,NA,0,NA,0,"Austin TX",-97.7430608,30.267153,NA
"7952",7952,7751,12798,"TX","Austin","Post of Austin","Garr",NA,1870,1870,NA,NA,0,NA,0,"Austin TX",-97.7430608,30.267153,NA
"7953",7953,6982,6428,"TX","Austin","State Lunatic Asylum","Asylum",1861,NA,1884,NA,NA,0,NA,0,"Austin TX",-97.7430608,30.267153,NA
"7954",7954,5715,6431,"TX","Austin","Texas Military Institute - Calhoun Literary Society","Coll socy",NA,1875,1875,NA,1875,300,1875,300,"Austin TX",-97.7430608,30.267153,NA
"7955",7955,7622,6429,"TX","Austin","Supreme Court","Law state",1853,NA,1884,NA,NA,0,NA,0,"Austin TX",-97.7430608,30.267153,"Antebellum"
"7956",7956,6428,6430,"TX","Austin","Texas Military Institute","Mil acad",1867,NA,1875,NA,1875,1000,1875,1000,"Austin TX",-97.7430608,30.267153,NA
"7957",7957,1888,31033,"TX","Bastrop","","Socl",1852,NA,1900,NA,NA,0,NA,0,"Bastrop TX",-97.3152701,30.1104947,"Antebellum"
"7958",7958,6431,6432,"TX","Belton","Mary Hardin Baylor University","Coll",1866,NA,1866,NA,NA,0,NA,0,"Belton TX",-97.464453,31.0560132,NA
"7959",7959,3432,6433,"TX","Brownsville","Brownsville Lyceum","Lyceum",1849,NA,1849,NA,NA,0,NA,0,"Brownsville TX",-97.4974838,25.9017472,"Antebellum"
"7960",7960,6447,6435,"TX","Brownsville","St. Joseph's College","Coll",1866,NA,1875,NA,1875,2000,1875,2000,"Brownsville TX",-97.4974838,25.9017472,NA
"7961",7961,7744,12801,"TX","Brownsville","Fort Brown Post Library","Garr",NA,1870,1870,NA,1870,295,1870,295,"Brownsville TX",-97.4974838,25.9017472,NA
"7962",7962,7429,6434,"TX","Brownsville","Church Library","Church",1853,NA,1884,NA,NA,0,NA,0,"Brownsville TX",-97.4974838,25.9017472,"Antebellum"
"7963",7963,7745,12802,"TX","Brownsville","Fort Brown Regimental Library","Garr",NA,1870,1870,NA,1870,400,1870,400,"Brownsville TX",-97.4974838,25.9017472,NA
"7964",7964,6430,31034,"TX","Chapel Hill","Chapel Hill Female College","Coll",1852,NA,1860,NA,NA,0,NA,0,"Chapel Hill TX",-95.191892,32.3112623,"Antebellum"
"7965",7965,5714,6437,"TX","Chapel Hill","Soule University - Adelphi Society","Coll socy",NA,1875,1875,NA,1875,300,1875,300,"Chapel Hill TX",-95.191892,32.3112623,NA
"7966",7966,6446,6436,"TX","Chapel Hill","Soule University","Coll",1856,NA,1875,NA,1875,700,1875,700,"Chapel Hill TX",-95.191892,32.3112623,"Antebellum"
"7967",7967,6445,12799,"TX","Clarksville","Mckenzie College","Coll",NA,1853,1853,NA,NA,0,NA,0,"Clarksville TX",-95.052722,33.6106648,NA
"7968",7968,6438,6438,"TX","College Station","Agri and Mech. College of Texas","Agri coll",1875,NA,1884,NA,NA,0,NA,0,"College Station TX",-96.3344068,30.627977,NA
"7969",7969,4669,6439,"TX","Content","Content Agricultural Society","Agri socl",1866,1867,1867,NA,1867,60,1867,60,"Content TX",-97.1606333,31.0846185,NA
"7970",7970,7743,12800,"TX","Corsicana","Fort Belknap","Garr",NA,NA,NA,NA,NA,0,NA,0,"Corsicana TX",-96.4688727,32.0954304,NA
"7971",7971,1884,6440,"TX","Dallas","Library Assoc.","Socl",NA,1875,1875,NA,1875,800,1875,800,"Dallas TX",-96.7969879,32.7766642,NA
"7972",7972,6444,31035,"TX","Fort Worth","Add? Ran? Male and Female College","Coll",1873,NA,1990,NA,NA,0,NA,0,"Fort Worth TX",-97.3307658,32.7554883,NA
"7973",7973,7740,6441,"TX","Ft. Clark","Fort Clark Post Library","Garr",NA,1870,1884,NA,1870,1846,1875,625,"Ft. Clark TX",-97.6271758,27.8446021,NA
"7974",7974,8024,6445,"TX","Galveston","Free Library","Public",1871,NA,1884,NA,1875,10000,1875,10000,"Galveston TX",-94.7976958,29.3013479,NA
"7975",7975,3261,6447,"TX","Galveston","Mercantile Lib","Merc",1870,NA,NA,1870,NA,0,NA,0,"Galveston TX",-94.7976958,29.3013479,NA
"7976",7976,3431,6446,"TX","Galveston","Lyceum","Lyceum",1845,NA,1850,NA,NA,0,NA,0,"Galveston TX",-94.7976958,29.3013479,"Antebellum"
"7977",7977,6443,6450,"TX","Galveston","University of St. Mary","Coll",1855,NA,1884,NA,1875,300,1875,300,"Galveston TX",-94.7976958,29.3013479,"Antebellum"
"7978",7978,7621,6449,"TX","Galveston","Supreme Court Library","Law state",1854,NA,1860,NA,NA,0,NA,0,"Galveston TX",-94.7976958,29.3013479,"Antebellum"
"7979",7979,4347,6448,"TX","Galveston","Galveston Reading Club","Read club",1856,NA,1858,NA,NA,0,NA,0,"Galveston TX",-94.7976958,29.3013479,"Antebellum"
"7980",7980,6442,6451,"TX","Georgetown","Southwestern University","Coll",1844,NA,1884,NA,1875,500,1875,500,"Georgetown TX",-97.6779842,30.6332618,"Antebellum"
"7981",7981,6441,6452,"TX","Henderson","Henderson College","Coll",1875,NA,1875,NA,1875,300,1875,300,"Henderson TX",-94.7993802,32.1532156,NA
"7982",7982,3666,12813,"TX","Houston","YMCA","YMCA",1871,NA,1871,NA,NA,0,NA,0,"Houston TX",-95.3698028,29.7604267,NA
"7983",7983,3071,12811,"TX","Houston","Houston Mechanics Assoc.","Mech",1857,NA,1857,NA,NA,0,NA,0,"Houston TX",-95.3698028,29.7604267,"Antebellum"
"7984",7984,3434,6454,"TX","Houston","Houston Lyceum","Lyceum",1848,NA,NA,1900,1858,700,1858,700,"Houston TX",-95.3698028,29.7604267,"Antebellum"
"7985",7985,4182,31036,"TX","Houston","Houston Masonic Library Association","Frat",1874,NA,1990,NA,NA,0,NA,0,"Houston TX",-95.3698028,29.7604267,NA
"7986",7986,3667,6455,"TX","Houston","Public Library","YMCA",1875,NA,1875,NA,1875,500,1875,500,"Houston TX",-95.3698028,29.7604267,NA
"7987",7987,5300,6453,"TX","Houston","City Library","Comm",1870,NA,1890,NA,1875,1750,1875,1750,"Houston TX",-95.3698028,29.7604267,NA
"7988",7988,5298,12812,"TX","houston","James Hucker Circulating Library","Comm",NA,1875,1875,NA,NA,0,NA,0,"houston TX",-95.3698028,29.7604267,NA
"7989",7989,5299,12809,"TX","Houston","Houston Circulating Library and Reading Room","Comm",1844,NA,NA,1848,NA,0,NA,0,"Houston TX",-95.3698028,29.7604267,"Antebellum"
"7990",7990,5295,12808,"TX","Houston","Houston Circulating Library","Comm",1839,NA,NA,1840,1839,1300,1839,1300,"Houston TX",-95.3698028,29.7604267,"Antebellum"
"7991",7991,6439,6456,"TX","Huntsville","Austin College Library","Coll",1854,NA,1875,NA,1875,2500,1875,2500,"Huntsville TX",-95.5507771,30.7235263,"Antebellum"
"7992",7992,6440,6457,"TX","Independence","Baylor University","Coll",1845,NA,1884,NA,1850,300,1875,1300,"Independence TX",-96.346389,30.319167,"Antebellum"
"7993",7993,6429,6458,"TX","Independence","Baylor University Theological Dept","Theo coll",1864,NA,1870,NA,1870,200,1870,200,"Independence TX",-96.346389,30.319167,NA
"7994",7994,7742,12814,"TX","Jefferson","Post of Jefferson Library","Garr",NA,1870,1870,NA,1870,199,1870,199,"Jefferson TX",-94.3451926,32.7573626,NA
"7995",7995,4183,31037,"TX","Leon County","Masonic Library?","Frat",NA,1860,1860,NA,1860,200,1860,200,"Leon County TX",-95.9832577,31.2152685,NA
"7996",7996,4184,31038,"TX","Liberty County","Masonic Library?","Frat",NA,1860,1860,NA,1860,100,1860,100,"Liberty County TX",-94.8105955,30.1633593,NA
"7997",7997,1889,12815,"TX","Marshall","","Socl",NA,1850,1850,NA,NA,0,NA,0,"Marshall TX",-94.3674184,32.5448714,NA
"7998",7998,6437,6459,"TX","Marshall","Wiley University","Coll",1875,NA,1875,NA,1875,500,1875,500,"Marshall TX",-94.3674184,32.5448714,NA
"7999",7999,1890,12816,"TX","Matagorda","","Socl",NA,1850,1850,NA,NA,0,NA,0,"Matagorda TX",-95.9682714,28.691133,NA
"8000",8000,7746,12803,"TX","near San Antonio","Fort Clark 25th Infantry Regiment Library","Garr",NA,1870,1870,NA,1870,900,1870,900,"near San Antonio TX",-98.4936282,29.4241219,NA
"8001",8001,4271,12817,"TX","New Braunfels","Gesangverein Germania","Music socy",NA,1851,1855,NA,NA,0,NA,0,"New Braunfels TX",-98.1244531,29.7030024,NA
"8002",8002,5297,12818,"TX","New Braunfels","Lina Harms Circulating Library","Comm",NA,1857,1857,NA,NA,0,NA,0,"New Braunfels TX",-98.1244531,29.7030024,NA
"8003",8003,1885,6460,"TX","Nocogdoches","Histrionic and Literary Society","Socl",NA,1875,1875,NA,1875,1750,1875,1750,"Nocogdoches TX",-94.6554874,31.6035129,NA
"8004",8004,7741,12819,"TX","Phantom Hill","Post on the Brazos Library","Garr",NA,1853,1853,NA,NA,0,NA,0,"Phantom Hill TX",-99.6907693,32.5013148,NA
"8005",8005,7752,6462,"TX","Rio Grande","Ringgold Barracks Post Library","Garr",1842,NA,1884,NA,1875,456,1875,456,"Rio Grande TX",-94.9768669,30.6187853,"Antebellum"
"8006",8006,6436,6463,"TX","Rutersville","Texas Monumental and Military Institute","Mil acad",NA,1850,1857,NA,1850,100,1857,350,"Rutersville TX",-96.7972005,29.9477242,NA
"8007",8007,1886,6464,"TX","San Antonio","Alamo Literary Society","Socl",1872,NA,1875,NA,1875,1700,1875,1700,"San Antonio TX",-98.4936282,29.4241219,NA
"8008",8008,3498,31039,"TX","San Antonio","German Circulating Library","For lang socy",NA,1860,1860,NA,NA,0,NA,0,"San Antonio TX",-98.4936282,29.4241219,NA
"8009",8009,4270,12821,"TX","San Antonio","San Antonio Mannergesang Verein","Music socy",NA,1853,1853,NA,NA,0,NA,0,"San Antonio TX",-98.4936282,29.4241219,NA
"8010",8010,5296,12820,"TX","San Antonio","Julius Behrends Circulating Library","Comm",NA,1854,1855,NA,NA,0,NA,0,"San Antonio TX",-98.4936282,29.4241219,NA
"8011",8011,6435,6465,"TX","Sherman","Austin College","Coll",1850,NA,1884,NA,NA,0,NA,0,"Sherman TX",-96.6088805,33.6356618,"Antebellum"
"8012",8012,4272,12822,"TX","Sisterdale","Gesangverein","Music socy",NA,1853,1855,NA,NA,0,NA,0,"Sisterdale TX",-98.7227939,29.977339,NA
"8013",8013,5713,6467,"TX","Tehuacana","Trinity University - Philomathean Society","Coll socy",1874,NA,1875,NA,1875,400,1875,400,"Tehuacana TX",-96.5469283,31.7412763,NA
"8014",8014,5712,6469,"TX","Tehuacana","Trinity University - Rateo Genie Society","Coll socy",1872,NA,1884,NA,1875,600,1875,600,"Tehuacana TX",-96.5469283,31.7412763,NA
"8015",8015,6434,6466,"TX","Tehuacana","Trinity University","Coll",1869,NA,1884,NA,1875,2000,1875,2000,"Tehuacana TX",-96.5469283,31.7412763,NA
"8016",8016,5711,6468,"TX","tehuacana","Trinity University - Philodophronian Society","Coll socy",1870,NA,1884,NA,1875,900,1875,900,"tehuacana TX",-96.5469283,31.7412763,NA
"8017",8017,1887,6470,"TX","Tyler","Bowdoin Literary Society","Socl",1871,NA,1875,NA,1875,11257,1875,11257,"Tyler TX",-95.3010624,32.3512601,NA
"8018",8018,3330,31040,"TX","Tyler","Athenaeum","Athen",NA,1860,1860,NA,1860,2200,1860,2200,"Tyler TX",-95.3010624,32.3512601,NA
"8019",8019,7620,6471,"TX","Tyler","Supreme Court","Law state",1854,NA,1875,NA,1875,3000,1875,3000,"Tyler TX",-95.3010624,32.3512601,"Antebellum"
"8020",8020,6433,6472,"TX","Waco","Waco University","Coll",1861,NA,1875,NA,1870,650,1875,2000,"Waco TX",-97.1466695,31.549333,NA
"8021",8021,6432,6473,"TX","Waxahachie","Marirn? College","Coll",1871,NA,1884,NA,NA,0,NA,0,"Waxahachie TX",-96.8483311,32.3865312,NA
"8022",8022,2446,12823,"UT","Alpine City","Alpine City Library Assoc.","Socl",1866,NA,1866,NA,NA,0,NA,0,"Alpine City UT",-111.7779865,40.4532833,NA
"8023",8023,2447,12824,"UT","American Fork","American Fork Library Assoc.","Socl",1865,NA,1865,NA,NA,0,NA,0,"American Fork UT",-111.7957645,40.3768954,NA
"8024",8024,4806,6474,"UT","American Fork","American Fork Agricultural Society","Agri socl",1858,1867,1867,NA,1867,300,1867,300,"American Fork UT",-111.7957645,40.3768954,"Antebellum"
"8025",8025,4807,6475,"UT","American Fork","American Fork Gerdeners' Club and Mechanics Institute","Agri socl",1864,1864,1867,NA,1867,251,1867,251,"American Fork UT",-111.7957645,40.3768954,NA
"8026",8026,7717,12825,"UT","Beaver","Post of Beaver","Garr",NA,1875,1875,NA,NA,0,NA,0,"Beaver UT",-112.6410518,38.2769149,NA
"8027",8027,2448,12826,"UT","Beaver City","Beaver City Library Assoc.","Socl",1867,NA,1867,NA,NA,0,NA,0,"Beaver City UT",-112.6410518,38.2769149,NA
"8028",8028,4808,6476,"UT","Cedar City","Cedar City Agricultural and Manufacturing Society","Agri socl",1862,1867,1867,NA,1867,20,1867,20,"Cedar City UT",-113.0618931,37.6774769,NA
"8029",8029,2449,12827,"UT","Coalville","Coalville Library Assoc. Inc.","Socl",1867,NA,1867,NA,NA,0,NA,0,"Coalville UT",-111.3993634,40.9177251,NA
"8030",8030,2450,12828,"UT","Desaret City","Desaret City Library Assoc. Inc.","Socl",1866,NA,1866,NA,NA,0,NA,0,"Desaret City UT",-112.652727,39.286901,NA
"8031",8031,4809,6477,"UT","Ephraim","Ephraim Braneh of San Pete Agricultural and Horicultural Society","Agri socl",1859,1867,1867,NA,1867,124,1867,124,"Ephraim UT",-111.5863052,39.3596841,"Antebellum"
"8032",8032,2451,12829,"UT","Fillmore","Fillmore Library Assoc.","Socl",NA,1862,1867,NA,NA,0,NA,0,"Fillmore UT",-112.3397377,38.9638553,NA
"8033",8033,4810,6479,"UT","Gardnersville","Gardnersville Gardeners' Club","Agri socl",1867,NA,1867,NA,1867,344,1867,344,"Gardnersville UT",-111.0937311,39.3209801,NA
"8034",8034,4811,6480,"UT","Gunnison","Gunnison Farmers' Gerdeners' and Foresters Club","Agri socl",1867,NA,1867,NA,1867,344,1867,344,"Gunnison UT",-111.8182582,39.1552391,NA
"8035",8035,4812,6481,"UT","Harrisburg","Harrisburg Horicultural Society","Agri socl",1866,1867,1867,NA,1867,35,1867,35,"Harrisburg UT",-113.3943953,37.2058153,NA
"8036",8036,2452,12830,"UT","Lehi","Lehi Library Assoc.","Socl",1862,NA,1865,NA,NA,0,NA,0,"Lehi UT",-111.8507662,40.3916172,NA
"8037",8037,2453,12831,"UT","Logan","","Socl",NA,1862,1862,NA,NA,0,NA,0,"Logan UT",-111.8338359,41.7369803,NA
"8038",8038,2454,12832,"UT","Manti","","Socl",NA,1862,1867,NA,NA,0,NA,0,"Manti UT",-111.6368627,39.2682951,NA
"8039",8039,4813,6482,"UT","Minersville","Minersville Agricultural Society","Agri socl",1867,NA,1867,NA,1867,71,1867,71,"Minersville UT",-112.9235621,38.2141363,NA
"8040",8040,2455,12833,"UT","Moroni","Moroni City Library","Socl",1866,NA,1866,NA,NA,0,NA,0,"Moroni UT",-111.5904725,39.5249615,NA
"8041",8041,4814,6483,"UT","Moroni","Moroni Farmers' and Gardeners' Club","Agri socl",1864,1867,1867,NA,1867,12,1867,12,"Moroni UT",-111.5904725,39.5249615,NA
"8042",8042,4815,6484,"UT","Mount Pleasant","San Pete, Branch of Desert, Agricultural Society","Agri socl",1858,NA,1867,NA,1867,260,1867,260,"Mount Pleasant UT",-111.4554659,39.5469073,"Antebellum"
"8043",8043,2456,12835,"UT","Nephi","Nephi Library and R. R. Inc.","Socl",NA,1862,1864,NA,NA,0,NA,0,"Nephi UT",-111.8363216,39.7102336,NA
"8044",8044,4357,12834,"UT","Nephi","Mt. Nebo Literary Assoc.","Lit socy",1853,NA,1853,NA,NA,0,NA,0,"Nephi UT",-111.8363216,39.7102336,"Antebellum"
"8045",8045,2457,12836,"UT","Ogden City","Ogden Lity, Debating, and Library Instn.","Socl",1864,NA,1869,NA,NA,0,NA,0,"Ogden City UT",-111.9738304,41.223,NA
"8046",8046,2458,12837,"UT","Parowan","","Socl",NA,1862,1862,NA,NA,0,NA,0,"Parowan UT",-112.8279996,37.8421975,NA
"8047",8047,2459,12838,"UT","Payson","","Socl",NA,1862,1862,NA,NA,0,NA,0,"Payson UT",-111.7321518,40.0443989,NA
"8048",8048,2460,12839,"UT","Provo","","Socl",NA,1854,1854,NA,1854,120,1854,120,"Provo UT",-111.6585337,40.2338438,NA
"8049",8049,2461,12840,"UT","Provo","","Socl",NA,1862,1862,NA,NA,0,NA,0,"Provo UT",-111.6585337,40.2338438,NA
"8050",8050,2462,12841,"UT","Provo","Provo Library and Reading Room Assoc.","Socl",1867,NA,1872,NA,NA,0,NA,0,"Provo UT",-111.6585337,40.2338438,NA
"8051",8051,4816,6485,"UT","Provo","Prove Gardeners and Mechanics Institute","Agri socl",1863,1867,1867,NA,1867,100,1867,100,"Provo UT",-111.6585337,40.2338438,NA
"8052",8052,4817,6486,"UT","Rockville","Kane? County Horicultural Society","Agri socl",1866,1867,1867,NA,1867,10,1867,10,"Rockville UT",-113.0382745,37.1610939,NA
"8053",8053,7821,6492,"UT","Salt Lake City","State Library","State",1852,NA,1884,NA,1852,3000,1875,8859,"Salt Lake City UT",-111.8910474,40.7607793,"Antebellum"
"8054",8054,2465,6488,"UT","Salt Lake City","City Library","Socl",1872,NA,1884,NA,1875,900,1875,900,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8055",8055,2890,12845,"UT","Salt Lake City","Ladies Library Assoc.","Ladies",1872,NA,NA,1876,1872,400,1872,400,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8056",8056,2468,6493,"UT","Salt Lake City","Twelfth Ward Library","Socl",NA,1855,1855,NA,NA,0,NA,0,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8057",8057,3815,12847,"UT","Salt Lake City","School Teachers' Assoc.","Socy",NA,1862,1862,NA,NA,0,NA,0,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8058",8058,6373,6491,"UT","Salt Lake City","University of Deseret? (became University of Utah)","Coll",1869,NA,1884,NA,1875,2394,1875,2394,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8059",8059,4122,6490,"UT","Salt Lake City","Fireman's Library","Fire",1871,NA,1884,NA,NA,0,NA,0,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8060",8060,4503,12844,"UT","Salt Lake City","Historian's Library","Hist socl",NA,1862,1862,NA,NA,0,NA,0,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8061",8061,7432,12848,"UT","Salt Lake City","Sevent Library","Church",NA,1862,1864,NA,NA,0,NA,0,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8062",8062,4524,12849,"UT","Salt Lake City","Typographical Assoc. Library","Sci eng socy",NA,1862,1862,NA,NA,0,NA,0,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8063",8063,4822,12843,"UT","Salt Lake City","Domestic Gardeners Club","Agri socl",NA,1862,1862,NA,NA,0,NA,0,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8064",8064,4523,6489,"UT","Salt Lake City","Deseret Museum","Sci eng socy",1870,NA,1884,NA,NA,0,NA,0,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8065",8065,7718,6478,"UT","Salt Lake City","Fort Douglas Post Library","Garr",1862,NA,1884,NA,NA,0,NA,0,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8066",8066,4208,12846,"UT","Salt Lake City","Masonic Library","Frat",1873,NA,1873,NA,NA,0,NA,0,"Salt Lake City UT",-111.8910474,40.7607793,NA
"8067",8067,4818,6494,"UT","Spanish Forks","Spanish Forks Gardeners' Club","Agri socl",1864,1867,1867,NA,1867,15,1867,15,"Spanish Forks UT",-111.5276909,40.0882897,NA
"8068",8068,2466,12850,"UT","Springville","","Socl",NA,1862,1862,NA,NA,0,NA,0,"Springville UT",-111.6107526,40.1652335,NA
"8069",8069,2463,12842,"UT","St. George","Saint George Library Assoc. Inc.","Socl",NA,1862,1864,NA,NA,0,NA,0,"St. George UT",-113.5684164,37.0965278,NA
"8070",8070,2464,6487,"UT","St. George","Library Assoc.","Socl",1873,NA,1875,NA,1875,200,1875,200,"St. George UT",-113.5684164,37.0965278,NA
"8071",8071,4819,6495,"UT","St. George","St. George Horicultural and Pomological Society","Agri socl",1865,1867,1867,NA,1867,40,1867,40,"St. George UT",-113.5684164,37.0965278,NA
"8072",8072,2469,12851,"UT","Tooele","Tooele Library Assoc.","Socl",1864,NA,1864,NA,NA,0,NA,0,"Tooele UT",-112.29828,40.5307776,NA
"8073",8073,4820,6496,"UT","Toquersville","Gardners' Assoc.","Agri socl",1865,1867,1867,NA,1867,12,1867,12,"Toquersville UT",-113.2846707,37.2533157,NA
"8074",8074,4821,6497,"UT","Washington","Washington County Gardeners' Club and Library Assoc.","Agri socl",1864,1867,1867,NA,1867,28,1867,28,"Washington UT",-113.5082867,37.1305373,NA
"8075",8075,7757,31042,"VA","","Fort Wool","Garr",NA,NA,NA,NA,NA,0,NA,0," VA",-78.6568942,37.4315734,NA
"8076",8076,7761,12857,"VA","","Soldier's Library - Volunteer Infantry","Garr",1864,NA,1864,NA,NA,0,NA,0," VA",-78.6568942,37.4315734,NA
"8077",8077,7756,6627,"VA","","Fort Monroe Post Library","Garr",1865,NA,1884,NA,1875,2000,1875,2000," VA",-78.6568942,37.4315734,NA
"8078",8078,5565,6606,"VA","Abington","Martha Washington College - Enterpean Society","Coll socy",1870,NA,1884,NA,NA,0,NA,0,"Abington VA",-81.9773482,36.7098335,NA
"8079",8079,3637,6612,"VA","Alexandria","YMCA","YMCA",1853,NA,1857,NA,1857,300,1857,300,"Alexandria VA",-77.0469214,38.8048355,"Antebellum"
"8080",8080,1650,6608,"VA","Alexandria","Alexandria Library","Socl",1794,NA,1884,NA,1856,4481,1875,4271,"Alexandria VA",-77.0469214,38.8048355,"Early National"
"8081",8081,5265,6611,"VA","Alexandria","John Lockwood Circulating Library","Comm",NA,1792,1792,NA,NA,0,NA,0,"Alexandria VA",-77.0469214,38.8048355,NA
"8082",8082,6146,6616,"VA","Ashland","Randolph Macon College and Society Library","Coll",1834,NA,1884,NA,1834,2000,1875,10000,"Ashland VA",-77.4799837,37.7590318,"Antebellum"
"8083",8083,3795,6613,"VA","Aylett's","Mt. Pisgah Alumni Library","Socy",1875,NA,1884,NA,NA,0,NA,0,"Aylett's VA",-77.1056529,37.7851462,NA
"8084",8084,1651,6614,"VA","Berryville","Library Assoc.","Socl",NA,1858,1858,NA,1858,600,1858,600,"Berryville VA",-77.9822193,39.1517713,NA
"8085",8085,6166,6615,"VA","Blacksburg","Virginia Agricultural and Mechanical College","Agri coll",1872,NA,1884,NA,1875,600,1875,600,"Blacksburg VA",-80.4139393,37.2295733,NA
"8086",8086,5567,6618,"VA","Boydtown","Randolph Macon College - Washington Society","Coll socy",NA,1858,1886,NA,1858,200,1858,2000,"Boydtown VA",-78.3874978,36.6676413,NA
"8087",8087,5566,6617,"VA","Boydtown","Randolph Macon College - Franklin Society","Coll socy",NA,1858,NA,1886,1858,2300,1858,2300,"Boydtown VA",-78.3874978,36.6676413,NA
"8088",8088,7382,42117,"VA","Bruton","Parochial Library","Church",NA,NA,NA,NA,NA,0,NA,0,"Bruton VA",-76.0045167,36.8778247,NA
"8089",8089,3407,6619,"VA","Charlotesville","Charlottsville Lyceum","Lyceum",NA,1837,1875,NA,1875,800,1875,800,"Charlotesville VA",-78.4766781,38.0293059,NA
"8090",8090,1652,95044,"VA","Charlottesville","Albemarle Library Society","Socl",NA,1823,1823,NA,NA,0,NA,0,"Charlottesville VA",-78.4766781,38.0293059,NA
"8091",8091,6147,6620,"VA","Charlottesville","University of Virginia","Coll",1825,NA,1884,NA,1834,8000,1875,40000,"Charlottesville VA",-78.4766781,38.0293059,"Early National"
"8092",8092,6163,6621,"VA","Charlottesville?","University of Virginia Medical School","Med coll",1825,NA,1870,NA,NA,0,1870,35000,"Charlottesville? VA",-78.4766781,38.0293059,"Early National"
"8093",8093,5264,95274,"VA","Christiansburg","Christiansburg Circulating Library","Comm",NA,NA,NA,NA,NA,0,NA,0,"Christiansburg VA",-80.4089389,37.1298517,NA
"8094",8094,4653,6605,"VA","Dimveddie?","Union Agricultural Society of Virginia and South Carolina","Agri socl",1854,1859,1859,NA,1859,150,1859,150,"Dimveddie? VA",-78.6568942,37.4315734,"Antebellum"
"8095",8095,6148,6622,"VA","emory","Emory and Henry College Library","Coll",1839,NA,1884,NA,1845,2800,1875,4580,"emory VA",-81.834939,36.773811,"Antebellum"
"8096",8096,5568,6623,"VA","Emory","Emory and Henry College - Calliopean Society","Coll socy",1838,NA,1884,NA,1850,2717,1872,1000,"Emory VA",-81.834939,36.773811,"Antebellum"
"8097",8097,5569,6624,"VA","emory","Emory and Henry College - Hermesian Society","Coll socy",1838,NA,1884,NA,1849,8000,1857,2693,"emory VA",-81.834939,36.773811,"Antebellum"
"8098",8098,6157,6625,"VA","Fairfax","New Hampton Theological Seminary","Theo coll",1825,NA,1870,NA,1849,4955,1870,3000,"Fairfax VA",-77.3063733,38.8462236,"Early National"
"8099",8099,6158,6609,"VA","Fairfax","Episcopal Theological Seminary of Virginia","Theo coll",1823,NA,1884,NA,1834,2000,1875,10000,"Fairfax VA",-77.3063733,38.8462236,"Early National"
