Name,Organization,Year Elected,Status,
M. Alexandre Ricord,Academy of Natural Sciences,1823,Member,Corresponding
M. Philippe Ricord,Academy of Natural Sciences,1823,Member,Corresponding
Mariano de Rivero,Academy of Natural Sciences,1821,Member,Corresponding
M. J. A. Risso,Academy of Natural Sciences,1818,Member,Corresponding
Robert H. Rose,Academy of Natural Sciences,1833,Member,Corresponding
William B. Rodgers,Academy of Natural Sciences,1834,Member,Corresponding
W. S. W. Ruschenberger,Academy of Natural Sciences,1832,Member,Corresponding
Julius Rucco,Academy of Natural Sciences,1820,Member,Corresponding
Edward Ruppel,Academy of Natural Sciences,1830,Member,Corresponding
William Roxburgh,Academy of Natural Sciences,1812,Member,Corresponding
Paolo Savi,Academy of Natural Sciences,1827,Member,Corresponding
Don Ramon de la Sagra,Academy of Natural Sciences,1832,Member,Corresponding
Lewis Saynisch,Academy of Natural Sciences,1836,Member,Corresponding
M. Charles Von Schreibers,Academy of Natural Sciences,1818,Member,Corresponding
Henry R. Schoolcraft,Academy of Natural Sciences,1820,Member,Corresponding
Lewis David Von Schweinitz,Academy of Natural Sciences,1822,Member,Corresponding
Andrew Scott,Academy of Natural Sciences,1815,Member,Corresponding
M. Marcel de Serres,Academy of Natural Sciences,1832,Member,Corresponding
James Sealy,Academy of Natural Sciences,1820,Member,Corresponding
John Shannon,Academy of Natural Sciences,1831,Member,Corresponding
Charles U. Sheppard,Academy of Natural Sciences,1828,Member,Corresponding
Charles W. Short,Academy of Natural Sciences,1831,Member,Corresponding
Howard Sims,Academy of Natural Sciences,1817,Member,Corresponding
Benjamin Silliman,Academy of Natural Sciences,1817,Member,Corresponding
William Southern,Academy of Natural Sciences,1812,Member,Corresponding
Alexander H. Stevens,Academy of Natural Sciences,1819,Member,Corresponding
Gaspard Comte de Sternberg,Academy of Natural Sciences,1821,Member,Corresponding
Henry Steinhaur,Academy of Natural Sciences,1817,Member,Corresponding
M. Henri Von Struve,Academy of Natural Sciences,1822,Member,Corresponding
John Styles,Academy of Natural Sciences,1834,Member,Corresponding
Charles Tail,Academy of Natural Sciences,1832,Member,Corresponding
Richard C. Taylor,Academy of Natural Sciences,1833,Member,Corresponding
Conrad Jacob Temminck,Academy of Natural Sciences,1824,Member,Corresponding
E. Thomas,Academy of Natural Sciences,1816,Member,Corresponding
William Thornton,Academy of Natural Sciences,1812,Member,Corresponding
Joseph Tilden,Academy of Natural Sciences,1812,Member,Corresponding
Allen Thompson,Academy of Natural Sciences,1834,Member,Corresponding
John Torrey,Academy of Natural Sciences,1822,Member,Corresponding
Joseph G. Totten,Academy of Natural Sciences,1830,Member,Corresponding
B. Troost,Academy of Natural Sciences,1814,Member,Corresponding
John Travers,Academy of Natural Sciences,1815,Member,Corresponding
John S. Trescott,Academy of Natural Sciences,1818,Member,Corresponding
Thomas Stewart Traill,Academy of Natural Sciences,1835,Member,Corresponding
James Trimble,Academy of Natural Sciences,1836,Member,Corresponding
Trinius,Academy of Natural Sciences,1836,Member,Corresponding
John Turner,Academy of Natural Sciences,1814,Member,Corresponding
Andrew Ure,Academy of Natural Sciences,1829,Member,Corresponding
M. Vauquelin,Academy of Natural Sciences,1818,Member,Corresponding
Don Jose Maria Vargas,Academy of Natural Sciences,1835,Member,Corresponding
Stephen Van Rensselaer,Academy of Natural Sciences,1833,Member,Corresponding
Jer. Van Rensselaer,Academy of Natural Sciences,1829,Member,Corresponding
Philippe Louis Voltz,Academy of Natural Sciences,1833,Member,Corresponding
Malthus A. Ward,Academy of Natural Sciences,1832,Member,Corresponding
Samuel R. Wetherill,Academy of Natural Sciences,1814,Member,Corresponding
C. R. G. Weidemann,Academy of Natural Sciences,1823,Member,Corresponding
John W. Webster,Academy of Natural Sciences,1814,Member,Corresponding
Joseph Wheelwright,Academy of Natural Sciences,1814,Member,Corresponding
Charles J. Wister,Academy of Natural Sciences,1814,Member,Corresponding
Adam Winthrop,Academy of Natural Sciences,1835,Member,Corresponding
Maximilian,Academy of Natural Sciences,1834,Member,Corresponding
Joseph Worth,Academy of Natural Sciences,1823,Member,Corresponding
J. Wright,Academy of Natural Sciences,1829,Member,Corresponding
Thomas J. Wray,Academy of Natural Sciences,1818,Member,Corresponding
William Yarrell,Academy of Natural Sciences,1829,Member,Corresponding
Chr. Zimmerman,Academy of Natural Sciences,1836,Member,Corresponding
William Zollikoffer,Academy of Natural Sciences,1834,Member,Corresponding
Thomas Bacon,American Philosophical Society,1768,Member,Resident
Lynford Lardner,American Philosophical Society,1768,Member,Resident
Arthur Lee,American Philosophical Society,1768,Member,Resident
Francis L. Lee,American Philosophical Society,1768,Member,Resident
Samuel Bowen,American Philosophical Society,1769,Member,Resident
Richard Brooke,American Philosophical Society,1769,Member,Resident
Landon Carter,American Philosophical Society,1769,Member,Resident
Daniel Clark,American Philosophical Society,1769,Member,Resident
Myles Cooper,American Philosophical Society,1769,Member,Resident
John Jones,American Philosophical Society,1769,Member,Resident
Carolus Linnaeus,American Philosophical Society,1769,Member,International
John Lorimer,American Philosophical Society,1769,Member,Resident
John M. Otto,American Philosophical Society,1769,Member,Resident
Ebenezer Prime,American Philosophical Society,1769,Member,Resident
Samuel Shoemaker,American Philosophical Society,1769,Member,Resident
Earl William Alexander,American Philosophical Society,1770,Member,Resident
Joel Bailey,American Philosophical Society,1770,Member,Resident
Joseph Ellicott,American Philosophical Society,1770,Member,Resident
James Ferguson,American Philosophical Society,1770,Member,International
John Fothergill,American Philosophical Society,1770,Member,International
Joseph Gilpin,American Philosophical Society,1770,Member,Resident
George Guald,American Philosophical Society,1770,Member,Resident
John David Hahn,American Philosophical Society,1770,Member,International
John Morell,American Philosophical Society,1770,Member,Resident
Edward Nairne,American Philosophical Society,1770,Member,International
John Baynton,American Philosophical Society,1771,Member,Resident
Henry Benbridge,American Philosophical Society,1771,Member,Resident
Samuel Filsted,American Philosophical Society,1771,Member,International
Archibald Gloucester,American Philosophical Society,1771,Member,International
Henry Hill,American Philosophical Society,1771,Member,Resident
James Lloyd,American Philosophical Society,1771,Member,Resident
Frederick W. von Marschall,American Philosophical Society,1771,Member,Resident
Nevil Maskelyne,American Philosophical Society,1771,Member,International
Charles A. McCall,American Philosophical Society,1771,Member,Resident
Samuel Preston Moore,American Philosophical Society,1771,Member,Resident
Charles Morton,American Philosophical Society,1771,Member,International
Joseph Otolenge,American Philosophical Society,1771,Member,Resident
William Parr,American Philosophical Society,1771,Member,Resident
Thomas Preston,American Philosophical Society,1771,Member,Resident
Samuel Rhoads,American Philosophical Society,1771,Member,Resident
Richard Thomas,American Philosophical Society,1771,Member,Resident
Stephen Adye,American Philosophical Society,1772,Member,International
Gerard Bancker,American Philosophical Society,1772,Member,Resident
Daniel Coxe,American Philosophical Society,1772,Member,Resident
Peter Dolland,American Philosophical Society,1772,Member,International
Thomas Hutchins,American Philosophical Society,1772,Member,Resident
Timothy Lane,American Philosophical Society,1772,Member,International
Henry Laurens,American Philosophical Society,1772,Member,Resident
Jesse Lukens,American Philosophical Society,1772,Member,Resident
Arch McClean,American Philosophical Society,1772,Member,Resident
George Milligan,American Philosophical Society,1772,Member,Resident
John Montresor,American Philosophical Society,1772,Member,International
Samuel Williams,American Philosophical Society,1772,Member,Resident
Tobern Bergmann,American Philosophical Society,1773,Member,International
Thomas Coombe,American Philosophical Society,1773,Member,Resident
Baron von Timotheus M. Klingstadt,American Philosophical Society,1773,Member,International
William Ludlam,American Philosophical Society,1773,Member,International
Andrew Oliver,American Philosophical Society,1773,Member,Resident
Jean B. Le Roy,American Philosophical Society,1773,Member,International
Alexander Small,American Philosophical Society,1773,Member,International
James Tilton,American Philosophical Society,1773,Member,Resident
Nicholas Way,American Philosophical Society,1773,Member,Resident
James Bringhurst,American Philosophical Society,1774,Member,Resident
William Bryant,American Philosophical Society,1774,Member,Resident
Sharp Delany,American Philosophical Society,1774,Member,Resident
Andrew Duncan,American Philosophical Society,1774,Member,International
Bryan Edwards,American Philosophical Society,1774,Member,International
John Ellis,American Philosophical Society,1774,Member,Resident
Jonathan Elmer,American Philosophical Society,1774,Member,Resident
George Gauld,American Philosophical Society,1774,Member,Resident
John Jones,American Philosophical Society,1774,Member,Resident
Walter Jones,American Philosophical Society,1774,Member,Resident
James McClurg,American Philosophical Society,1774,Member,Resident
Samuel More,American Philosophical Society,1774,Member,International
Benjamin Morgan,American Philosophical Society,1774,Member,Resident
Thomas Parke,American Philosophical Society,1774,Member,Resident
John Perkins,American Philosophical Society,1774,Member,Resident
Bernard Romans,American Philosophical Society,1774,Member,Resident
Lord Mahon Charles Stanhope,American Philosophical Society,1774,Member,International
Lord Mahon Philips Stanhope,American Philosophical Society,1774,Member,International
William Wright,American Philosophical Society,1774,Member,International
Charles Adams,American Philosophical Society,1775,Member,International
Jacques Barbeu-Dubourg,American Philosophical Society,1775,Member,International
Marquis de M.J.A.N. Caritat Condorcet,American Philosophical Society,1775,Member,International
Louis J.M. Daubenton,American Philosophical Society,1775,Member,International
Fortunatus Dwarris,American Philosophical Society,1775,Member,International
Thomas Gibbons,American Philosophical Society,1775,Member,International
Samuel Holland,American Philosophical Society,1775,Member,International
Antoine L. Lavoisier,American Philosophical Society,1775,Member,International
Pierre J. Macquer,American Philosophical Society,1775,Member,International
Benjamin Moseley,American Philosophical Society,1775,Member,International
Guillaume T. F. Raynall,American Philosophical Society,1775,Member,International
Le Roux,American Philosophical Society,1775,Member,International
Jean F. Rozier,American Philosophical Society,1775,Member,International
George Duffield,American Philosophical Society,1779,Member,Resident
James Hutchinson,American Philosophical Society,1779,Member,Resident
Charles Pettit,American Philosophical Society,1779,Member,Resident
Conrad A. Gerard de Rayneval,American Philosophical Society,1779,Member,International
Jean-Joseph Sue,American Philosophical Society,1779,Member,International
John Adams,American Philosophical Society,1780,Member,Resident
Marquis de Francois Barbe-Marbois,American Philosophical Society,1780,Member,International
William Brown,American Philosophical Society,1780,Member,Resident
William Carmichael,American Philosophical Society,1780,Member,Resident
Arthur St. Clair,American Philosophical Society,1780,Member,Resident
Robert Erskine,American Philosophical Society,1780,Member,Resident
William Grayson,American Philosophical Society,1780,Member,Resident
Alexander Hamilton,American Philosophical Society,1780,Member,Resident
William C. Houston,American Philosophical Society,1780,Member,Resident
John Jay,American Philosophical Society,1780,Member,Resident
Thomas Jefferson,American Philosophical Society,1780,Member,Resident
J.C. Kunze,American Philosophical Society,1780,Member,Resident
John Laurens,American Philosophical Society,1780,Member,Resident
Anne C. de la Luaerne,American Philosophical Society,1780,Member,International
Rev. James Madison,American Philosophical Society,1780,Member,Resident
Timothy Matlack,American Philosophical Society,1780,Member,Resident
Baron Friedrich W. von Steuben,American Philosophical Society,1780,Member,Resident
Jean-Baptiste Ternant,American Philosophical Society,1780,Member,International
Charles Vallancey,American Philosophical Society,1780,Member,International
George Washington,American Philosophical Society,1780,Member,Resident
Anthony Wayne,American Philosophical Society,1780,Member,Resident
Thomas Bee,American Philosophical Society,1781,Member,Resident
Marquis de Francois J. Chastellux,American Philosophical Society,1781,Member,International
Isaac Gray,American Philosophical Society,1781,Member,Resident
Ebenezer Hazard,American Philosophical Society,1781,Member,Resident
Jared Ingersoll,American Philosophical Society,1781,Member,Resident
Marquis de Motier Theodore Lafayette,American Philosophical Society,1781,Member,International
Hugh Shiell,American Philosophical Society,1781,Member,Resident
Chevalier d' Charles F.A. Le Paulmier Annemours,American Philosophical Society,1783,Member,International
John Beale Bordley,American Philosophical Society,1783,Member,Resident
Jean F. Coste,American Philosophical Society,1783,Member,International
Robert Davidson,American Philosophical Society,1783,Member,Resident
Felice Fontana,American Philosophical Society,1783,Member,International
Antoine Court de Gebilin,American Philosophical Society,1783,Member,International
Samuel Huntingdon,American Philosophical Society,1783,Member,Resident
Robert M. Patterson,American Philosophical Society,1783,Member,Resident
Comte Charles C. Labillarderie Angivillier,American Philosophical Society,1784,Member,International
Jeremy Belknap,American Philosophical Society,1784,Member,Resident
Peter J. Van Berckel,American Philosophical Society,1784,Member,International
Barnabas Binney,American Philosophical Society,1784,Member,Resident
Robert Blackwell,American Philosophical Society,1784,Member,Resident
Fred F.S. de Brahm,American Philosophical Society,1784,Member,International
Pedro Rodriguez Campomanes,American Philosophical Society,1784,Member,International
John Dunlap,American Philosophical Society,1784,Member,Resident
John Foulke,American Philosophical Society,1784,Member,Resident
George Fox,American Philosophical Society,1784,Member,Resident
Arch Gamble,American Philosophical Society,1784,Member,Resident
George Gray,American Philosophical Society,1784,Member,Resident
J.H.C. Helmuth,American Philosophical Society,1784,Member,Resident
Thomas Heyward,American Philosophical Society,1784,Member,Resident
Rev. Samuel Magaw,American Philosophical Society,1784,Member,Resident
John H. de Magellan,American Philosophical Society,1784,Member,International
Jonathan D. Sergeant,American Philosophical Society,1784,Member,Resident
James Six,American Philosophical Society,1784,Member,International
John Vaughan,American Philosophical Society,1784,Member,Resident
Samuel Vaughan,American Philosophical Society,1784,Member,Resident
Comte de Charles G. Vergennes,American Philosophical Society,1784,Member,International
